"","fullname","family","order","full_clements","IOC_seq","family_clements","order_clements"
"6818","Melanerpes cruentatus cruentatus","Picidae","Piciformes","Melanerpes cruentatus NA",11768,"Picidae","PICIFORMES"
"6819","Melanerpes flavifrons flavifrons","Picidae","Piciformes","Melanerpes flavifrons NA",11771,"Picidae","PICIFORMES"
"6820","Melanerpes flavifrons rubriventris","Picidae","Piciformes","Melanerpes flavifrons NA",11772,"Picidae","PICIFORMES"
"6821","Campephilus principalis principalis","Picidae","Piciformes","Campephilus principalis principalis",12542,"Picidae","PICIFORMES"
"6822","Jynx torquilla torquilla","Picidae","Piciformes","Jynx torquilla torquilla",11621,"Picidae","PICIFORMES"
"6823","Campethera abingoni mombassica","Picidae","Piciformes","Campethera mombassica NA",11887,"Picidae","PICIFORMES"
"6824","Campethera abingoni chrysura","Picidae","Piciformes","Campethera abingoni chrysura",11878,"Picidae","PICIFORMES"
"6825","Campethera abingoni abingoni","Picidae","Piciformes","Campethera abingoni abingoni",11882,"Picidae","PICIFORMES"
"6826","Campethera bennettii bennettii","Picidae","Piciformes","Campethera bennettii bennettii",11869,"Picidae","PICIFORMES"
"6827","Campethera cailliautii cailliautii","Picidae","Piciformes","Campethera cailliautii cailliautii",11899,"Picidae","PICIFORMES"
"6828","Campethera nivosa herberti","Picidae","Piciformes","Campethera nivosa herberti",11855,"Picidae","PICIFORMES"
"6829","Campethera nubica scriptoricauda","Picidae","Piciformes","Campethera scriptoricauda NA",11872,"Picidae","PICIFORMES"
"6830","Campethera nubica nubica","Picidae","Piciformes","Campethera nubica nubica",11875,"Picidae","PICIFORMES"
"6831","Campethera nubica pallida","Picidae","Piciformes","Campethera nubica pallida",11876,"Picidae","PICIFORMES"
"6832","Campethera punctuligera punctuligera","Picidae","Piciformes","Campethera punctuligera punctuligera",11865,"Picidae","PICIFORMES"
"6833","Celeus loricatus mentalis","Picidae","Piciformes","Celeus loricatus mentalis",12417,"Picidae","PICIFORMES"
"6834","Celeus loricatus loricatus","Picidae","Piciformes","Celeus loricatus loricatus",12420,"Picidae","PICIFORMES"
"6835","Celeus elegans approximans","Picidae","Piciformes","Celeus elegans hellmayri",12434,"Picidae","PICIFORMES"
"6836","Celeus flavescens intercedens","Picidae","Piciformes","Celeus flavescens intercedens",12449,"Picidae","PICIFORMES"
"6837","Celeus flavescens ochraceus","Picidae","Piciformes","Celeus ochraceus NA",12451,"Picidae","PICIFORMES"
"6838","Celeus flavescens flavescens","Picidae","Piciformes","Celeus flavescens flavescens",12450,"Picidae","PICIFORMES"
"6839","Celeus flavus inornatus","Picidae","Piciformes","Celeus flavus flavus",12455,"Picidae","PICIFORMES"
"6840","Celeus flavus subflavus","Picidae","Piciformes","Celeus flavus subflavus",12458,"Picidae","PICIFORMES"
"6841","Celeus flavus tectricialis","Picidae","Piciformes","Celeus flavus tectricialis",12457,"Picidae","PICIFORMES"
"6842","Celeus flavus flavus","Picidae","Piciformes","Celeus flavus flavus",12454,"Picidae","PICIFORMES"
"6843","Celeus grammicus subcervinus","Picidae","Piciformes","Celeus grammicus subcervinus",12429,"Picidae","PICIFORMES"
"6844","Celeus grammicus verreauxii","Picidae","Piciformes","Celeus grammicus verreauxii",12426,"Picidae","PICIFORMES"
"6845","Celeus torquatus torquatus","Picidae","Piciformes","Celeus torquatus torquatus",12465,"Picidae","PICIFORMES"
"6846","Celeus torquatus tinnunculus","Picidae","Piciformes","Celeus torquatus tinnunculus",12470,"Picidae","PICIFORMES"
"6847","Celeus undatus multifasciatus","Picidae","Piciformes","Celeus undatus multifasciatus",12424,"Picidae","PICIFORMES"
"6848","Dendropicos fuscescens lepidus","Picidae","Piciformes","Chloropicus fuscescens lepidus",12009,"Picidae","PICIFORMES"
"6849","Dendropicos fuscescens hemprichii","Picidae","Piciformes","Chloropicus fuscescens hemprichii",12010,"Picidae","PICIFORMES"
"6850","Dendropicos fuscescens harei","Picidae","Piciformes","Chloropicus fuscescens fuscescens",12024,"Picidae","PICIFORMES"
"6851","Dendropicos fuscescens intermedius","Picidae","Piciformes","Chloropicus fuscescens hartlaubii",12020,"Picidae","PICIFORMES"
"6852","Dinopium benghalense NA","Picidae","Piciformes","Dinopium benghalense NA",12653,"Picidae","PICIFORMES"
"6853","Dinopium benghalense benghalense","Picidae","Piciformes","Dinopium benghalense benghalense",12654,"Picidae","PICIFORMES"
"6854","Dinopium javanense everetti","Picidae","Piciformes","Dinopium everetti NA",12651,"Picidae","PICIFORMES"
"6855","Dryocopus pileatus abieticola","Picidae","Piciformes","Dryocopus pileatus abieticola",12488,"Picidae","PICIFORMES"
"6856","Dryocopus lineatus improcerus","Picidae","Piciformes","Dryocopus lineatus lineatus",12481,"Picidae","PICIFORMES"
"6857","Dryocopus lineatus lineatus","Picidae","Piciformes","Dryocopus lineatus lineatus",12478,"Picidae","PICIFORMES"
"6858","Dryocopus lineatus mesorhynchus","Picidae","Piciformes","Dryocopus lineatus lineatus",12479,"Picidae","PICIFORMES"
"6859","Dryocopus lineatus nuperus","Picidae","Piciformes","Dryocopus lineatus lineatus",12480,"Picidae","PICIFORMES"
"6860","Dryocopus lineatus obsoletus","Picidae","Piciformes","Dryocopus lineatus scapularis",12475,"Picidae","PICIFORMES"
"6861","Dryocopus lineatus scapularis","Picidae","Piciformes","Dryocopus lineatus scapularis",12474,"Picidae","PICIFORMES"
"6862","Dryocopus lineatus similis","Picidae","Piciformes","Dryocopus lineatus similis",12476,"Picidae","PICIFORMES"
"6863","Dryocopus martius martius","Picidae","Piciformes","Dryocopus martius martius",12512,"Picidae","PICIFORMES"
"6864","Dendrocopos obsoletus ingens","Picidae","Piciformes","Chloropicus obsoletus ingens",12059,"Picidae","PICIFORMES"
"6865","Dendrocopos obsoletus obsoletus","Picidae","Piciformes","Chloropicus obsoletus obsoletus",12057,"Picidae","PICIFORMES"
"6866","Dendrocopos major pinetorum","Picidae","Piciformes","Dendrocopos major pinetorum",12247,"Picidae","PICIFORMES"
"6867","Dendrocopos canicapillus tonkinensis","Picidae","Piciformes","Yungipicus canicapillus kaleensis",11920,"Picidae","PICIFORMES"
"6868","Dendrocopos mahrattensis mahrattensis","Picidae","Piciformes","Leiopicus mahrattensis mahrattensis",11992,"Picidae","PICIFORMES"
"6869","Dendrocopos medius medius","Picidae","Piciformes","Dendrocoptes medius medius",11983,"Picidae","PICIFORMES"
"6870","Dendrocopos minor hortorum","Picidae","Piciformes","Dryobates minor hortorum",12105,"Picidae","PICIFORMES"
"6871","Andigena hypoglauca hypoglauca","Ramphastidae","Piciformes","Andigena hypoglauca hypoglauca",11217,"Ramphastidae","PICIFORMES"
"6872","Andigena hypoglauca lateralis","Ramphastidae","Piciformes","Andigena hypoglauca lateralis",11218,"Ramphastidae","PICIFORMES"
"6873","Andigena nigrirostris occidentalis","Ramphastidae","Piciformes","Andigena nigrirostris occidentalis",11222,"Ramphastidae","PICIFORMES"
"6874","Andigena nigrirostris spilorhynchus","Ramphastidae","Piciformes","Andigena nigrirostris spilorhynchus",11223,"Ramphastidae","PICIFORMES"
"6875","Selenidera maculirostris gouldii","Ramphastidae","Piciformes","Selenidera gouldii NA",11212,"Ramphastidae","PICIFORMES"
"6876","Selenidera maculirostris maculirostris","Ramphastidae","Piciformes","Selenidera maculirostris NA",11215,"Ramphastidae","PICIFORMES"
"6877","Ramphastos sulfuratus brevicarinatus","Ramphastidae","Piciformes","Ramphastos sulfuratus brevicarinatus",11240,"Ramphastidae","PICIFORMES"
"6878","Ramphastos sulfuratus NA","Ramphastidae","Piciformes","Ramphastos sulfuratus NA",11238,"Ramphastidae","PICIFORMES"
"6879","Ramphastos toco albogularis","Ramphastidae","Piciformes","Ramphastos toco albogularis",11243,"Ramphastidae","PICIFORMES"
"6880","Ramphastos toco NA","Ramphastidae","Piciformes","Ramphastos toco NA",11241,"Ramphastidae","PICIFORMES"
"6881","Ramphastos toco toco","Ramphastidae","Piciformes","Ramphastos toco toco",11242,"Ramphastidae","PICIFORMES"
"6882","Ramphastos vitellinus pintoi","Ramphastidae","Piciformes","Ramphastos vitellinus pintoi",11229,"Ramphastidae","PICIFORMES"
"6883","Ramphastos vitellinus NA","Ramphastidae","Piciformes","Ramphastos vitellinus NA",11226,"Ramphastidae","PICIFORMES"
"6884","Ramphastos vitellinus vitellinus","Ramphastidae","Piciformes","Ramphastos vitellinus vitellinus",11231,"Ramphastidae","PICIFORMES"
"6885","Ramphastos vitellinus ariel","Ramphastidae","Piciformes","Ramphastos vitellinus ariel",11233,"Ramphastidae","PICIFORMES"
"6886","Pteroglossus flavirostris flavirostris","Ramphastidae","Piciformes","Pteroglossus azara flavirostris",11177,"Ramphastidae","PICIFORMES"
"6887","Pteroglossus torquatus frantzii","Ramphastidae","Piciformes","Pteroglossus frantzii NA",11200,"Ramphastidae","PICIFORMES"
"6888","Pteroglossus torquatus nuchalis","Ramphastidae","Piciformes","Pteroglossus torquatus nuchalis",11194,"Ramphastidae","PICIFORMES"
"6889","Pteroglossus torquatus torquatus","Ramphastidae","Piciformes","Pteroglossus torquatus torquatus",11192,"Ramphastidae","PICIFORMES"
"6890","Pteroglossus aracari aracari","Ramphastidae","Piciformes","Pteroglossus aracari aracari",11185,"Ramphastidae","PICIFORMES"
"6891","Pteroglossus aracari NA","Ramphastidae","Piciformes","Pteroglossus aracari NA",11182,"Ramphastidae","PICIFORMES"
"6892","Pteroglossus aracari atricollis","Ramphastidae","Piciformes","Pteroglossus aracari atricollis",11183,"Ramphastidae","PICIFORMES"
"6893","Pteroglossus aracari roraimae","Ramphastidae","Piciformes","Pteroglossus aracari atricollis",11184,"Ramphastidae","PICIFORMES"
"6894","Pteroglossus bitorquatus bitorquatus","Ramphastidae","Piciformes","Pteroglossus bitorquatus bitorquatus",11175,"Ramphastidae","PICIFORMES"
"6895","Pteroglossus bitorquatus reichenowi","Ramphastidae","Piciformes","Pteroglossus bitorquatus reichenowi",11174,"Ramphastidae","PICIFORMES"
"6896","Pteroglossus bitorquatus sturmii","Ramphastidae","Piciformes","Pteroglossus bitorquatus sturmii",11173,"Ramphastidae","PICIFORMES"
"6897","Pteroglossus castanotis australis","Ramphastidae","Piciformes","Pteroglossus castanotis australis",11189,"Ramphastidae","PICIFORMES"
"6898","Pteroglossus castanotis NA","Ramphastidae","Piciformes","Pteroglossus castanotis NA",11187,"Ramphastidae","PICIFORMES"
"6899","Aulacorhynchus prasinus caeruleogularis","Ramphastidae","Piciformes","Aulacorhynchus prasinus caeruleogularis",11132,"Ramphastidae","PICIFORMES"
"6900","Aulacorhynchus prasinus griseigularis","Ramphastidae","Piciformes","Aulacorhynchus albivitta griseigularis",11140,"Ramphastidae","PICIFORMES"
"6901","Aulacorhynchus prasinus phaeolaemus","Ramphastidae","Piciformes","Aulacorhynchus albivitta phaeolaemus",11141,"Ramphastidae","PICIFORMES"
"6902","Aulacorhynchus prasinus NA","Ramphastidae","Piciformes","Aulacorhynchus prasinus NA",11125,"Ramphastidae","PICIFORMES"
"6903","Aulacorhynchus prasinus stenorhabdus","Ramphastidae","Piciformes","Aulacorhynchus prasinus virescens",11129,"Ramphastidae","PICIFORMES"
"6904","Aulacorhynchus prasinus albivitta","Ramphastidae","Piciformes","Aulacorhynchus albivitta albivitta",11142,"Ramphastidae","PICIFORMES"
"6905","Aulacorhynchus haematopygus NA","Ramphastidae","Piciformes","Aulacorhynchus haematopygus NA",11159,"Ramphastidae","PICIFORMES"
"6906","Aulacorhynchus haematopygus haematopygus","Ramphastidae","Piciformes","Aulacorhynchus haematopygus haematopygus",11160,"Ramphastidae","PICIFORMES"
"6907","Aechmophorus occidentalis occidentalis","Podicipedidae","Podicipediformes","Aechmophorus occidentalis occidentalis",6253,"Podicipedidae","PODICIPEDIFORMES"
"6908","Podiceps auritus cornutus","Podicipedidae","Podicipediformes","Podiceps auritus cornutus",6238,"Podicipedidae","PODICIPEDIFORMES"
"6909","Podiceps auritus NA","Podicipedidae","Podicipediformes","Podiceps auritus NA",6236,"Podicipedidae","PODICIPEDIFORMES"
"6910","Podiceps nigricollis NA","Podicipedidae","Podicipediformes","Podiceps nigricollis NA",6239,"Podicipedidae","PODICIPEDIFORMES"
"6911","Podiceps cristatus cristatus","Podicipedidae","Podicipediformes","Podiceps cristatus cristatus",6233,"Podicipedidae","PODICIPEDIFORMES"
"6912","Podilymbus podiceps antarcticus","Podicipedidae","Podicipediformes","Podilymbus podiceps antarcticus",6217,"Podicipedidae","PODICIPEDIFORMES"
"6913","Podilymbus podiceps podiceps","Podicipedidae","Podicipediformes","Podilymbus podiceps podiceps",6215,"Podicipedidae","PODICIPEDIFORMES"
"6914","Anhinga anhinga leucogaster","Anhingidae","Pelecaniformes","Anhinga anhinga leucogaster",7699,"Anhingidae","SULIFORMES"
"6915","Podilymbus podiceps NA","Podicipedidae","Podicipediformes","Podilymbus podiceps NA",6214,"Podicipedidae","PODICIPEDIFORMES"
"6916","Rollandia rolland chilensis","Podicipedidae","Podicipediformes","Rollandia rolland chilensis",6220,"Podicipedidae","PODICIPEDIFORMES"
"6917","Tachybaptus dominicus brachypterus","Podicipedidae","Podicipediformes","Tachybaptus dominicus brachypterus",6209,"Podicipedidae","PODICIPEDIFORMES"
"6918","Tachybaptus ruficollis capensis","Podicipedidae","Podicipediformes","Tachybaptus ruficollis capensis",6191,"Podicipedidae","PODICIPEDIFORMES"
"6919","Tachybaptus ruficollis ruficollis","Podicipedidae","Podicipediformes","Tachybaptus ruficollis ruficollis",6188,"Podicipedidae","PODICIPEDIFORMES"
"6920","Oceanodroma furcata furcata","Hydrobatidae","Procellariiformes","Hydrobates furcatus furcatus",7400,"Hydrobatidae","PROCELLARIIFORMES"
"6921","Oceanodroma furcata plumbea","Hydrobatidae","Procellariiformes","Hydrobates furcatus plumbeus",7401,"Hydrobatidae","PROCELLARIIFORMES"
"6922","Oceanodroma leucorhoa beali","Hydrobatidae","Procellariiformes","Hydrobates leucorhous leucorhous",7407,"Hydrobatidae","PROCELLARIIFORMES"
"6923","Oceanodroma leucorhoa chapmani","Hydrobatidae","Procellariiformes","Hydrobates leucorhous chapmani",7408,"Hydrobatidae","PROCELLARIIFORMES"
"6924","Oceanodroma tethys NA","Hydrobatidae","Procellariiformes","Hydrobates tethys NA",7418,"Hydrobatidae","PROCELLARIIFORMES"
"6925","Oceanodroma tethys tethys","Hydrobatidae","Procellariiformes","Hydrobates tethys tethys",7419,"Hydrobatidae","PROCELLARIIFORMES"
"6926","Pelagodroma marina dulciae","Hydrobatidae","Procellariiformes","Pelagodroma marina dulciae",7341,"Oceanitidae","PROCELLARIIFORMES"
"6927","Pelagodroma marina maoriana","Hydrobatidae","Procellariiformes","Pelagodroma marina maoriana",7342,"Oceanitidae","PROCELLARIIFORMES"
"6928","Pelagodroma marina NA","Hydrobatidae","Procellariiformes","Pelagodroma marina NA",7337,"Oceanitidae","PROCELLARIIFORMES"
"6929","Oceanites gracilis galapagoensis","Hydrobatidae","Procellariiformes","Oceanites gracilis galapagoensis",7334,"Oceanitidae","PROCELLARIIFORMES"
"6930","Oceanites gracilis NA","Hydrobatidae","Procellariiformes","Oceanites gracilis NA",7332,"Oceanitidae","PROCELLARIIFORMES"
"6931","Fregetta tropica tropica","Hydrobatidae","Procellariiformes","Fregetta tropica tropica",7351,"Oceanitidae","PROCELLARIIFORMES"
"6932","Fregetta grallaria NA","Hydrobatidae","Procellariiformes","Fregetta grallaria NA",7344,"Oceanitidae","PROCELLARIIFORMES"
"6933","Diomedea bulleri NA","Diomedeidae","Procellariiformes","Thalassarche bulleri NA",7393,"Diomedeidae","PROCELLARIIFORMES"
"6934","Diomedea cauta cauta","Diomedeidae","Procellariiformes","Thalassarche cauta cauta",7381,"Diomedeidae","PROCELLARIIFORMES"
"6935","Diomedea cauta eremita","Diomedeidae","Procellariiformes","Thalassarche eremita NA",7384,"Diomedeidae","PROCELLARIIFORMES"
"6936","Diomedea epomophora sanfordi","Diomedeidae","Procellariiformes","Diomedea epomophora sanfordi",7373,"Diomedeidae","PROCELLARIIFORMES"
"6937","Pterodroma arminjoniana heraldica","Procellariidae","Procellariiformes","Pterodroma heraldica NA",7491,"Procellariidae","PROCELLARIIFORMES"
"6938","Pterodroma externa cervicalis","Procellariidae","Procellariiformes","Pterodroma cervicalis NA",7503,"Procellariidae","PROCELLARIIFORMES"
"6939","Pterodroma externa externa","Procellariidae","Procellariiformes","NA NA NA",7485,"Procellariidae","PROCELLARIIFORMES"
"6940","Pterodroma macroptera gouldi","Procellariidae","Procellariiformes","Pterodroma gouldi NA",7464,"Procellariidae","PROCELLARIIFORMES"
"6941","Pterodroma macroptera macroptera","Procellariidae","Procellariiformes","Pterodroma macroptera NA",7462,"Procellariidae","PROCELLARIIFORMES"
"6942","Pterodroma neglecta NA","Procellariidae","Procellariiformes","Pterodroma neglecta NA",7488,"Procellariidae","PROCELLARIIFORMES"
"6943","Pterodroma neglecta neglecta","Procellariidae","Procellariiformes","Pterodroma neglecta neglecta",7489,"Procellariidae","PROCELLARIIFORMES"
"6944","Pterodroma phaeopygia sandwichensis","Procellariidae","Procellariiformes","Pterodroma sandwichensis NA",7498,"Procellariidae","PROCELLARIIFORMES"
"6945","Pterodroma rostrata rostrata","Procellariidae","Procellariiformes","Pseudobulweria rostrata rostrata",7524,"Procellariidae","PROCELLARIIFORMES"
"6946","Pterodroma leucoptera brevipes","Procellariidae","Procellariiformes","Pterodroma brevipes brevipes",7512,"Procellariidae","PROCELLARIIFORMES"
"6947","Dendrocopos major NA","Picidae","Piciformes","Dendrocopos major NA",12241,"Picidae","PICIFORMES"
"6948","Dendrocopos major major","Picidae","Piciformes","Dendrocopos major major",12242,"Picidae","PICIFORMES"
"6949","Puffinus pacificus NA","Procellariidae","Procellariiformes","Ardenna pacifica NA",7544,"Procellariidae","PROCELLARIIFORMES"
"6950","Diomedea exulans chionoptera","Diomedeidae","Procellariiformes","Diomedea exulans exulans",7362,"Diomedeidae","PROCELLARIIFORMES"
"6951","Puffinus puffinus NA","Procellariidae","Procellariiformes","Puffinus puffinus NA",7554,"Procellariidae","PROCELLARIIFORMES"
"6952","Puffinus assimilis elegans","Procellariidae","Procellariiformes","Puffinus elegans NA",7596,"Procellariidae","PROCELLARIIFORMES"
"6953","Puffinus assimilis haurakiensis","Procellariidae","Procellariiformes","Puffinus assimilis haurakiensis",7593,"Procellariidae","PROCELLARIIFORMES"
"6954","Puffinus assimilis NA","Procellariidae","Procellariiformes","Puffinus assimilis NA",7591,"Procellariidae","PROCELLARIIFORMES"
"6955","Puffinus lherminieri dichrous","Procellariidae","Procellariiformes","Puffinus bailloni dichrous",7582,"Procellariidae","PROCELLARIIFORMES"
"6956","Puffinus lherminieri NA","Procellariidae","Procellariiformes","Puffinus lherminieri NA",7572,"Procellariidae","PROCELLARIIFORMES"
"6957","Puffinus lherminieri subalaris","Procellariidae","Procellariiformes","Puffinus subalaris NA",7585,"Procellariidae","PROCELLARIIFORMES"
"6958","Procellaria aequinoctialis aequinoctialis","Procellariidae","Procellariiformes","Procellaria aequinoctialis NA",7531,"Procellariidae","PROCELLARIIFORMES"
"6959","Ninox scutulata scutulata","Strigidae","Strigiformes","Ninox scutulata scutulata",8985,"Strigidae","STRIGIFORMES"
"6960","Tyto alba guatemalae","Tytonidae","Strigiformes","Tyto alba guatemalae",8878,"Tytonidae","STRIGIFORMES"
"6961","Trogon citreolus melanocephala","Trogonidae","Trogoniformes","Trogon melanocephalus melanocephalus",9853,"Trogonidae","TROGONIFORMES"
"6962","Trogon massena massena","Trogonidae","Trogoniformes","Trogon massena massena",9841,"Trogonidae","TROGONIFORMES"
"6963","Trogon melanurus macroura","Trogonidae","Trogoniformes","Trogon melanurus macroura",9848,"Trogonidae","TROGONIFORMES"
"6964","Pharomachrus mocino mocino","Trogonidae","Trogoniformes","Pharomachrus mocinno mocinno",9830,"Trogonidae","TROGONIFORMES"
"6965","Oreopsittacus arfaki grandis","Loriidae","Psittaciformes","Oreopsittacus arfaki grandis",13891,"Psittaculidae","PSITTACIFORMES"
"6966","Neopsittacus musschenbroekii major","Loriidae","Psittaciformes","Neopsittacus musschenbroekii major",13935,"Psittaculidae","PSITTACIFORMES"
"6967","Charmosyna pulchella bella","Loriidae","Psittaciformes","Charmosynopsis pulchella pulchella",13906,"Psittaculidae","PSITTACIFORMES"
"6968","Pionus senilis senilis","Psittacidae","Psittaciformes","Pionus senilis NA",13196,"Psittacidae","PSITTACIFORMES"
"6969","Pyrrhura melanura melanura","Psittacidae","Psittaciformes","Pyrrhura melanura melanura",13387,"Psittacidae","PSITTACIFORMES"
"6970","Eudyptula minor NA","Spheniscidae","Sphenisciformes","Eudyptula minor NA",7301,"Spheniscidae","SPHENISCIFORMES"
"6971","Bolbopsittacus lunulatus NA","Psittacidae","Psittaciformes","Bolbopsittacus lunulatus NA",14088,"Psittaculidae","PSITTACIFORMES"
"6972","Conuropsis carolinensis carolinensis","Psittacidae","Psittaciformes","Conuropsis carolinensis carolinensis",13451,"Psittacidae","PSITTACIFORMES"
"6973","Loriculus philippensis chrysonotus","Psittacidae","Psittaciformes","Loriculus philippensis chrysonotus",14104,"Psittaculidae","PSITTACIFORMES"
"6974","Strix rufipes NA","Strigidae","Strigiformes","Strix rufipes NA",9726,"Strigidae","STRIGIFORMES"
"6975","Lophostrix cristata wedeli","Strigidae","Strigiformes","Lophostrix cristata wedeli",9665,"Strigidae","STRIGIFORMES"
"6976","Glaucidium gnoma grinnelli","Strigidae","Strigiformes","Glaucidium gnoma grinnelli",9182,"Strigidae","STRIGIFORMES"
"6977","Bubo virginianus saturatus","Strigidae","Strigiformes","Bubo virginianus saturatus",9447,"Strigidae","STRIGIFORMES"
"6978","Panyptila cayennensis NA","Apodidae","Apodiformes","Panyptila cayennensis NA",2556,"Apodidae","APODIFORMES"
"6979","Eriocnemis nigrivestis NA","Trochilidae","Apodiformes","Eriocnemis nigrivestis NA",3054,"Trochilidae","APODIFORMES"
"6980","Glareola lactea NA","Glareolidae","Charadriiformes","Glareola lactea NA",6893,"Glareolidae","CHARADRIIFORMES"
"6981","Sterna melanogaster NA","Laridae","Charadriiformes","Sterna acuticauda NA",7163,"Laridae","CHARADRIIFORMES"
"6982","Larus belcheri NA","Laridae","Charadriiformes","Larus belcheri NA",6989,"Laridae","CHARADRIIFORMES"
"6983","Sterna lorata NA","Laridae","Charadriiformes","Sternula lorata NA",7103,"Laridae","CHARADRIIFORMES"
"6984","Larus modestus NA","Laridae","Charadriiformes","Leucophaeus modestus NA",6977,"Laridae","CHARADRIIFORMES"
"6985","Somateria fischeri NA","Anatidae","Anseriformes","Somateria fischeri NA",499,"Anatidae","ANSERIFORMES"
"6986","Todus mexicanus NA","Todidae","Coraciiformes","Todus mexicanus NA",10732,"Todidae","CORACIIFORMES"
"6987","Arborophila crudigularis NA","Phasianidae","Galliformes","Arborophila crudigularis NA",1031,"Phasianidae","GALLIFORMES"
"6988","Caliechthrus leucolophus NA","Cuculidae","Cuculiformes","Cacomantis leucolophus NA",4236,"Cuculidae","CUCULIFORMES"
"6989","Ducula zoeae NA","Columbidae","Columbiformes","Ducula zoeae NA",5568,"Columbidae","COLUMBIFORMES"
"6990","Artamus maximus NA","Artamidae","Passeriformes","Artamus maximus NA",20314,"Artamidae","PASSERIFORMES"
"6991","Oriolus albiloris NA","Oriolidae","Passeriformes","Oriolus albiloris NA",21558,"Oriolidae","PASSERIFORMES"
"6992","Oriolus szalayi NA","Oriolidae","Passeriformes","Oriolus szalayi NA",21510,"Oriolidae","PASSERIFORMES"
"6993","Manucodia chalybatus NA","Paradisaeidae","Passeriformes","Manucodia chalybatus NA",22988,"Paradisaeidae","PASSERIFORMES"
"6994","Parus melanolophus NA","Paridae","Passeriformes","Periparus ater melanolophus",23415,"Paridae","PASSERIFORMES"
"6995","Inezia tenuirostris NA","Tyrannidae","Passeriformes","Inezia tenuirostris NA",17216,"Tyrannidae","PASSERIFORMES"
"6996","Peltops montanus NA","Muscicapidae","Passeriformes","Peltops montanus NA",20332,"Artamidae","PASSERIFORMES"
"6997","Phoenicurus frontalis NA","Muscicapidae","Passeriformes","Phoenicurus frontalis NA",31384,"Muscicapidae","PASSERIFORMES"
"6998","Phylloscopus olivaceus NA","Muscicapidae","Passeriformes","Phylloscopus olivaceus NA",25521,"Phylloscopidae","PASSERIFORMES"
"6999","Monachella muelleriana NA","Muscicapidae","Passeriformes","Monachella muelleriana NA",23221,"Petroicidae","PASSERIFORMES"
"7000","Niltava herioti NA","Muscicapidae","Passeriformes","Cyornis herioti NA",30878,"Muscicapidae","PASSERIFORMES"
"7001","Poecilodryas placens NA","Muscicapidae","Passeriformes","Poecilodryas placens NA",23140,"Petroicidae","PASSERIFORMES"
"7002","Stachyris pyrrhops NA","Muscicapidae","Passeriformes","Cyanoderma pyrrhops NA",27591,"Timaliidae","PASSERIFORMES"
"7003","Stachyris whiteheadi NA","Muscicapidae","Passeriformes","Zosterornis whiteheadi NA",27134,"Zosteropidae","PASSERIFORMES"
"7004","Sericornis arfakianus NA","Muscicapidae","Passeriformes","Sericornis arfakianus NA",19537,"Acanthizidae","PASSERIFORMES"
"7005","Chaimarrornis leucocephalus NA","Muscicapidae","Passeriformes","Phoenicurus leucocephalus NA",31391,"Muscicapidae","PASSERIFORMES"
"7006","Eulacestoma nigropectus NA","Muscicapidae","Passeriformes","Eulacestoma nigropectus NA",20840,"Eulacestomatidae","PASSERIFORMES"
"7007","Gerygone cinerea NA","Muscicapidae","Passeriformes","Acanthiza cinerea NA",19718,"Acanthizidae","PASSERIFORMES"
"7008","Accipiter poliocephalus NA","Accipitridae","Falconiformes","Accipiter poliocephalus NA",8499,"Accipitridae","ACCIPITRIFORMES"
"7009","Perisoreus infaustus NA","Corvidae","Passeriformes","Perisoreus infaustus NA",22480,"Corvidae","PASSERIFORMES"
"7010","Garrulus lanceolatus NA","Corvidae","Passeriformes","Garrulus lanceolatus NA",22697,"Corvidae","PASSERIFORMES"
"7011","Oreocharis arfaki NA","Dicaeidae","Passeriformes","Oreocharis arfaki NA",19824,"Paramythiidae","PASSERIFORMES"
"7012","Calcarius pictus NA","Emberizidae","Passeriformes","Calcarius pictus NA",34549,"Calcariidae","PASSERIFORMES"
"7013","Emberiza stewarti NA","Emberizidae","Passeriformes","Emberiza stewarti NA",34598,"Emberizidae","PASSERIFORMES"
"7014","Erythrura papuana NA","Estrildidae","Passeriformes","Erythrura papuana NA",33173,"Estrildidae","PASSERIFORMES"
"7015","Erythrura viridifacies NA","Estrildidae","Passeriformes","Erythrura viridifacies NA",33150,"Estrildidae","PASSERIFORMES"
"7016","Notiochelidon pileata NA","Hirundinidae","Passeriformes","Atticora pileata NA",24934,"Hirundinidae","PASSERIFORMES"
"7017","Serinus pusillus NA","Fringillidae","Passeriformes","Serinus pusillus NA",34370,"Fringillidae","PASSERIFORMES"
"7018","Pyrrhula erythrocephala NA","Fringillidae","Passeriformes","Pyrrhula erythrocephala NA",33890,"Fringillidae","PASSERIFORMES"
"7019","Coccothraustes melanozanthos NA","Fringillidae","Passeriformes","Mycerobas melanozanthos NA",33843,"Fringillidae","PASSERIFORMES"
"7020","Haematospiza sipahi NA","Fringillidae","Passeriformes","Carpodacus sipahi NA",33968,"Fringillidae","PASSERIFORMES"
"7021","Notharchus pectoralis NA","Bucconidae","Piciformes","Notharchus pectoralis NA",10948,"Bucconidae","PICIFORMES"
"7022","Bucco macrodactylus NA","Bucconidae","Piciformes","Bucco macrodactylus NA",10956,"Bucconidae","PICIFORMES"
"7023","Ramphastos citreolaemus NA","Ramphastidae","Piciformes","Ramphastos vitellinus citreolaemus",11234,"Ramphastidae","PICIFORMES"
